Date;Open;High;Low;Last Close;Chg.%;Total Value;Total Volume
02.02.2015;19.155;19.505;19.005;19.380;+0.81%;28,225,040;1,464,288
02.03.2015;19.570;20.340;19.520;20.310;+4.80%;40,435,776;2,016,564
02.04.2015;20.300;20.530;20.055;20.325;+0.07%;39,412,742;1,942,974
02.05.2015;20.130;20.240;19.810;20.170;-0.76%;20,699,986;1,030,486
02.06.2015;20.060;20.570;20.060;20.490;+1.59%;31,667,005;1,550,074
02.09.2015;20.250;21.070;20.100;21.060;+2.78%;46,342,173;2,240,324
02.10.2015;21.190;22.035;21.150;21.955;+4.25%;87,629,675;4,036,700
02.11.2015;21.930;22.105;21.460;22.105;+0.68%;40,828,081;1,861,974
02.12.2015;21.895;23.030;21.700;22.795;+3.12%;70,296,198;3,099,604
02/13/2015;22.800;23.295;22.800;23.275;+2.11%;62,749,321;2,711,402
02/16/2015;23.015;23.305;22.945;23.090;-0.79%;32,878,492;1,421,244
02/17/2015;22.750;23.145;22.380;23.065;-0.11%;38,331,773;1,677,712
02/18/2015;23.150;23.495;23.055;23.405;+1.47%;41,454,817;1,774,992
02/19/2015;23.360;23.420;23.020;23.420;+0.06%;34,819,577;1,497,088
02/20/2015;23.365;24.000;23.365;23.895;+2.03%;52,742,788;2,223,786
02/23/2015;24.040;24.400;23.970;24.200;+1.28%;38,539,336;1,593,714
02/24/2015;24.100;24.130;23.650;23.650;-2.27%;35,973,216;1,512,842
02/25/2015;23.705;23.845;23.070;23.240;-1.73%;39,256,733;1,680,502
02/26/2015;23.200;23.625;23.085;23.425;+0.80%;34,590,411;1,478,442
02/27/2015;23.525;23.870;23.180;23.420;-0.02%;45,236,090;1,926,592
03.02.2015;23.210;23.675;23.035;23.095;-1.39%;35,375,147;1,517,720
03.03.2015;23.150;23.485;22.660;22.750;-1.49%;29,460,795;1,280,684
03.04.2015;22.850;23.100;22.645;22.905;+0.68%;34,392,579;1,502,848
03.05.2015;22.800;23.370;22.630;23.285;+1.66%;30,219,907;1,314,130
03.06.2015;23.250;24.040;23.250;24.040;+3.24%;40,824,060;1,717,114
03.09.2015;23.800;24.295;23.610;23.790;-1.04%;37,080,356;1,548,630
03.10.2015;23.720;23.790;22.880;22.880;-3.83%;35,062,306;1,514,796
03.11.2015;22.950;23.740;22.935;23.720;+3.67%;37,934,839;1,626,652
03.12.2015;23.650;23.690;22.960;23.005;-3.01%;42,058,795;1,813,856
03/13/2015;23.045;23.445;22.915;23.445;+1.91%;26,278,655;1,130,080
03/16/2015;23.570;23.825;23.330;23.500;+0.23%;38,437,072;1,627,362
03/17/2015;23.700;23.720;22.910;23.125;-1.60%;34,737,333;1,495,136
03/18/2015;22.970;23.175;22.160;22.465;-2.85%;53,925,740;2,394,282
03/19/2015;22.350;23.105;22.350;22.805;+1.51%;39,997,860;1,755,176
03/20/2015;22.810;23.090;22.755;22.895;+0.39%;108,517,772;4,745,096
03/23/2015;22.905;23.400;22.630;23.365;+2.05%;24,804,865;1,070,390
03/24/2015;23.120;23.685;23.005;23.460;+0.41%;39,331,391;1,679,702
03/25/2015;23.375;23.520;22.980;23.205;-1.09%;24,891,291;1,072,136
03/26/2015;23.005;23.200;22.575;22.640;-2.43%;37,948,023;1,668,326
03/27/2015;22.895;23.080;22.140;22.180;-2.03%;37,030,446;1,654,188
03/30/2015;22.365;22.975;22.050;22.955;+3.49%;29,250,678;1,289,344
03/31/2015;22.955;23.040;22.655;22.935;-0.09%;33,359,413;1,457,552
04.01.2015;22.810;23.445;22.755;23.430;+2.16%;37,849,837;1,631,266
04.02.2015;23.430;23.775;23.225;23.775;+1.47%;28,464,459;1,209,252
04.07.2015;23.830;24.080;23.725;23.915;+0.59%;42,740,253;1,788,282
04.08.2015;23.955;24.140;23.565;24.110;+0.82%;32,240,421;1,346,136
04.09.2015;24.145;24.415;23.950;24.400;+1.20%;41,845,274;1,726,336
04.10.2015;24.480;24.610;23.755;24.010;-1.60%;37,633,377;1,553,024
04/13/2015;24.215;24.385;24.030;24.320;+1.29%;13,306,106;548,452
04/14/2015;24.090;24.730;23.740;23.965;-1.46%;34,519,492;1,430,006
04/15/2015;24.100;24.520;23.865;24.320;+1.48%;24,145,703;992,648
04/16/2015;24.445;24.510;24.025;24.105;-0.88%;29,012,076;1,197,722
04/17/2015;24.080;24.110;23.320;23.830;-1.14%;61,481,083;2,583,664
04/20/2015;23.915;24.435;23.870;24.075;+1.03%;24,876,869;1,027,730
04/21/2015;24.275;24.640;24.150;24.545;+1.95%;39,987,130;1,634,124
04/22/2015;24.605;24.795;24.310;24.650;+0.43%;34,448,441;1,401,260
04/23/2015;24.695;24.785;24.315;24.735;+0.34%;24,560,809;998,044
04/24/2015;24.750;25.600;24.605;25.600;+3.50%;47,272,676;1,874,840
04/27/2015;26.000;26.050;25.355;25.715;+0.45%;58,959,921;2,294,536
04/28/2015;25.540;25.790;25.295;25.790;+0.29%;34,730,364;1,357,006
04/29/2015;25.800;25.945;24.900;24.900;-3.45%;36,428,139;1,435,460
04/30/2015;25.000;25.535;24.900;25.380;+1.93%;42,611,898;1,683,726
05.04.2015;25.545;25.935;25.165;25.585;+0.81%;39,662,216;1,545,352
05.05.2015;25.450;25.920;25.055;25.085;-1.95%;49,612,536;1,945,228
05.06.2015;25.160;25.455;24.920;25.105;+0.08%;32,761,683;1,301,384
05.07.2015;25.010;26.620;24.620;26.395;+5.14%;66,277,780;2,582,612
05.08.2015;26.455;26.570;25.785;26.100;-1.12%;47,143,800;1,799,922
05.11.2015;26.335;26.340;25.990;26.100;0.00%;52,348,738;2,002,448
05.12.2015;26.095;26.095;25.800;26.030;-0.27%;30,722,350;1,182,662
05/13/2015;26.040;26.970;26.040;26.705;+2.59%;50,663,651;1,904,518
05/15/2015;26.850;27.180;26.610;26.975;+1.01%;55,888,109;2,071,980
05/18/2015;26.855;26.965;26.130;26.405;-2.11%;35,719,542;1,351,462
05/19/2015;26.440;26.875;26.390;26.715;+1.17%;29,397,404;1,102,264
05/20/2015;26.460;26.900;26.460;26.760;+0.17%;36,442,651;1,361,360
05/21/2015;26.590;26.750;26.250;26.325;-1.63%;27,711,359;1,049,874
05/22/2015;26.745;26.985;26.420;26.780;+1.73%;25,886,826;965,49
05/26/2015;26.695;26.775;25.880;25.970;-3.02%;32,877,683;1,250,880
05/27/2015;25.980;27.100;25.980;26.955;+3.79%;43,455,541;1,624,252
05/28/2015;26.655;26.925;26.160;26.420;-1.98%;38,928,393;1,467,528
05/29/2015;26.290;26.715;26.290;26.415;-0.02%;54,564,596;2,060,828
06.01.2015;26.600;26.600;25.785;25.970;-1.68%;48,970,043;1,877,256
06.02.2015;26.145;26.400;25.755;26.400;+1.66%;64,736,742;2,470,972
06.03.2015;26.495;26.900;25.925;26.750;+1.33%;48,692,002;1,841,112
06.05.2015;26.895;26.895;25.580;25.755;-3.72%;47,874,420;1,841,744
06.08.2015;25.560;25.935;25.055;25.055;-2.72%;27,854,638;1,097,176
06.09.2015;25.055;25.480;24.690;25.435;+1.52%;39,866,673;1,578,760
06.10.2015;25.350;26.080;25.230;26.000;+2.22%;41,673,222;1,612,434
06.11.2015;26.000;26.070;25.595;25.980;-0.08%;32,806,897;1,265,098
06.12.2015;25.925;25.990;25.075;25.400;-2.23%;37,786,432;1,483,908
06/15/2015;25.005;25.290;24.755;24.795;-2.38%;41,368,470;1,659,552
06/16/2015;24.785;25.300;24.285;25.200;+1.63%;37,677,233;1,509,222
06/17/2015;25.300;25.485;24.825;24.955;-0.97%;30,302,952;1,203,032
06/18/2015;24.805;25.350;24.530;25.350;+1.58%;39,674,497;1,577,696
06/19/2015;25.505;25.685;25.150;25.365;+0.06%;70,458,715;2,776,796
06/22/2015;26.000;26.660;25.930;26.660;+5.11%;59,128,645;2,240,512
06/23/2015;26.650;26.895;26.510;26.710;+0.19%;50,525,181;1,888,948
06/24/2015;26.605;26.775;25.930;26.660;-0.19%;50,511,285;1,917,618
06/25/2015;26.535;26.895;26.250;26.490;-0.64%;52,780,624;1,980,310
06/26/2015;26.255;26.745;26.135;26.630;+0.53%;37,621,825;1,417,034
06/29/2015;25.000;25.800;24.800;25.610;-3.83%;81,172,709;3,185,334
06/30/2015;25.450;25.945;25.100;25.475;-0.53%;49,731,955;1,949,180
07.01.2015;25.450;26.395;25.200;26.310;+3.28%;51,879,110;1,984,012
07.02.2015;26.395;26.475;25.980;26.075;-0.89%;31,137,198;1,188,190
07.03.2015;26.000;26.105;25.700;25.880;-0.75%;18,511,040;714,998
07.06.2015;25.450;25.745;24.825;24.975;-3.50%;46,616,230;1,858,500
07.07.2015;25.125;25.310;24.580;24.725;-1.00%;41,626,837;1,667,178
07.08.2015;24.845;25.295;24.405;25.035;+1.25%;35,200,993;1,409,884
07.09.2015;25.265;25.975;25.255;25.950;+3.65%;47,866,692;1,855,966
07.10.2015;26.410;26.695;26.100;26.470;+2.00%;43,946,103;1,660,970
07/13/2015;26.630;27.295;26.630;27.260;+2.98%;59,286,142;2,184,700
07/14/2015;27.255;27.350;26.945;27.350;+0.33%;35,349,880;1,298,216
07/15/2015;27.380;27.380;27.100;27.190;-0.59%;27,276,188;1,002,454
07/16/2015;27.395;27.520;27.270;27.305;+0.42%;47,574,027;1,737,658
07/17/2015;27.500;27.550;27.120;27.350;+0.16%;42,195,955;1,541,048
07/20/2015;27.585;27.675;27.370;27.600;+0.91%;42,395,768;1,537,818
07/21/2015;27.695;27.725;27.450;27.630;+0.11%;32,189,416;1,165,558
07/22/2015;27.440;27.960;27.400;27.805;+0.63%;53,762,413;1,935,620
07/23/2015;27.980;28.080;27.680;27.800;-0.02%;40,750,178;1,460,500
07/24/2015;27.555;27.900;27.525;27.640;-0.58%;30,498,721;1,099,930
07/27/2015;27.600;27.600;26.840;26.890;-2.71%;37,111,636;1,372,088
07/28/2015;26.890;27.570;26.890;27.500;+2.27%;39,283,158;1,433,974
07/29/2015;27.465;27.600;27.260;27.380;-0.44%;24,653,410;899,046
07/30/2015;27.695;27.695;27.145;27.305;-0.27%;23,644,803;864,462
07/31/2015;27.380;27.395;27.055;27.290;-0.05%;27,303,709;1,001,760
08.03.2015;27.265;27.815;27.265;27.810;+1.91%;36,547,810;1,320,676
08.04.2015;27.685;27.685;27.300;27.645;-0.59%;37,358,991;1,354,020
08.05.2015;27.600;27.990;27.580;27.915;+0.98%;46,520,996;1,667,400
08.06.2015;27.945;28.225;27.540;27.570;-1.24%;44,784,292;1,608,908
08.07.2015;28.000;28.500;27.715;28.330;+2.76%;54,474,113;1,933,562
08.10.2015;28.290;28.720;28.180;28.665;+1.18%;39,104,225;1,371,742
08.11.2015;28.650;28.665;28.205;28.545;-0.42%;38,335,499;1,345,820
08.12.2015;28.495;28.495;27.595;27.670;-3.07%;59,197,209;2,127,960
08/13/2015;28.100;28.485;27.985;28.470;+2.89%;38,001,579;1,343,126
08/14/2015;28.395;28.610;28.175;28.420;-0.18%;29,407,351;1,035,458
08/17/2015;28.595;28.635;28.205;28.420;0.00%;27,903,187;982,064
08/18/2015;28.365;28.790;28.290;28.620;+0.70%;32,672,529;1,141,266
08/19/2015;28.555;28.970;28.470;28.580;-0.14%;43,074,444;1,499,160
08/20/2015;28.285;28.515;27.180;27.350;-4.30%;67,566,430;2,443,112
08/21/2015;26.925;27.130;26.000;26.000;-4.94%;63,654,028;2,394,896
08/24/2015;25.200;25.600;24.085;24.750;-4.81%;80,853,427;3,235,768
08/25/2015;25.245;26.430;25.245;26.080;+5.37%;73,210,115;2,808,258
08/26/2015;26.300;26.450;25.430;25.775;-1.17%;58,723,144;2,273,972
08/27/2015;26.560;26.775;26.275;26.660;+3.43%;57,774,595;2,173,818
08/28/2015;26.785;26.785;26.035;26.465;-0.73%;30,992,106;1,174,428
08/31/2015;26.350;26.555;25.870;26.555;+0.34%;28,766,114;1,090,392
09.01.2015;26.465;26.495;25.785;26.125;-1.62%;30,934,366;1,186,742
09.02.2015;26.160;26.385;25.825;25.975;-0.57%;30,658,906;1,173,408
09.03.2015;26.360;26.570;26.100;26.455;+1.85%;36,849,665;1,394,674
09.04.2015;26.265;26.265;25.490;25.610;-3.19%;25,359,784;984,556
09.07.2015;25.745;26.080;25.495;26.045;+1.70%;26,135,404;1,009,144
09.08.2015;26.065;27.140;26.065;27.055;+3.88%;55,767,046;2,077,764
09.09.2015;27.515;27.610;27.055;27.180;+0.46%;44,872,590;1,644,168
09.10.2015;26.965;27.075;26.680;26.875;-1.12%;33,025,844;1,228,748
09.11.2015;26.655;26.825;26.480;26.540;-1.25%;24,283,557;913,414
09/14/2015;26.440;26.655;26.320;26.405;-0.51%;24,137,504;913,076
09/15/2015;26.200;26.585;26.200;26.455;+0.19%;32,458,035;1,228,852
09/16/2015;26.880;26.985;26.440;26.530;+0.28%;32,049,017;1,203,552
09/17/2015;26.695;26.800;26.505;26.585;+0.21%;40,001,995;1,503,428
09/18/2015;26.600;26.600;25.455;25.600;-3.71%;98,146,386;3,801,416
09/21/2015;25.600;25.775;25.420;25.520;-0.31%;39,253,313;1,533,048
09/22/2015;25.555;25.790;25.115;25.190;-1.29%;49,580,895;1,953,096
09/23/2015;25.360;25.715;25.065;25.440;+0.99%;25,092,769;984,76
09/24/2015;25.370;25.765;25.155;25.380;-0.24%;45,540,953;1,787,226
09/25/2015;25.735;25.870;25.500;25.710;+1.30%;32,398,643;1,258,064
09/28/2015;25.810;26.020;25.155;25.170;-2.10%;25,087,072;984,812
09/29/2015;24.995;25.770;24.635;25.680;+2.03%;38,530,515;1,512,196
09/30/2015;25.910;26.110;25.735;25.940;+1.01%;46,237,119;1,784,024
10.01.2015;26.270;26.415;25.700;25.735;-0.79%;41,951,437;1,614,096
10.02.2015;26.040;26.345;25.250;25.535;-0.78%;37,098,253;1,439,314
10.05.2015;25.845;26.005;25.670;25.960;+1.66%;44,404,216;1,713,086
10.06.2015;26.050;26.235;25.835;25.970;+0.04%;46,626,398;1,792,050
10.07.2015;26.500;26.705;26.245;26.520;+2.12%;76,356,337;2,874,606
10.08.2015;26.490;26.650;25.900;26.090;-1.62%;52,719,681;2,006,734
10.09.2015;26.300;26.695;25.975;26.010;-0.31%;51,651,328;1,966,224
10.12.2015;25.915;26.505;25.915;26.170;+0.62%;26,904,989;1,027,624
10/13/2015;26.015;26.220;25.500;25.590;-2.22%;37,768,199;1,465,260
10/14/2015;25.500;25.815;25.405;25.665;+0.29%;28,639,368;1,117,028
10/15/2015;25.700;26.280;25.475;25.915;+0.97%;40,508,187;1,554,668
10/16/2015;26.170;26.475;26.125;26.320;+1.56%;56,624,093;2,150,992
10/19/2015;26.185;26.820;26.185;26.395;+0.28%;46,760,952;1,761,788
10/20/2015;26.280;26.605;26.090;26.425;+0.11%;19,248,786;731,4
10/21/2015;26.430;26.790;26.190;26.790;+1.38%;32,939,491;1,238,500
10/22/2015;26.785;27.150;26.580;27.070;+1.05%;47,359,391;1,756,592
10/23/2015;27.200;27.345;26.790;26.795;-1.02%;39,276,433;1,451,514
10/27/2015;26.300;26.910;26.100;26.645;-0.56%;45,755,122;1,716,492
10/28/2015;26.405;26.865;26.255;26.865;+0.83%;35,428,541;1,326,572
10/29/2015;26.765;26.795;26.380;26.690;-0.65%;32,676,359;1,227,336
10/30/2015;26.860;26.960;26.665;26.670;-0.07%;32,012,363;1,198,038
11.02.2015;26.665;26.990;26.540;26.650;-0.07%;23,807,440;889,702
11.03.2015;26.650;26.820;26.560;26.615;-0.13%;22,773,888;854,476
11.04.2015;26.655;26.710;25.755;25.775;-3.16%;37,276,473;1,425,958
11.05.2015;25.940;26.460;25.585;25.890;+0.45%;37,587,108;1,441,386
11.06.2015;26.350;28.535;26.350;28.310;+9.35%;112,506,646;4,053,644
11.09.2015;28.300;28.500;27.705;28.060;-0.88%;44,764,923;1,592,210
11.10.2015;28.500;28.540;27.980;28.500;+1.57%;45,701,822;1,611,580
11.11.2015;28.500;28.870;28.370;28.600;+0.35%;38,747,392;1,352,810
11.12.2015;28.545;28.700;27.920;27.940;-2.31%;30,908,723;1,095,470
11/13/2015;28.035;28.555;27.930;28.315;+1.34%;34,294,739;1,214,908
11/16/2015;28.125;28.370;27.935;28.200;-0.41%;26,346,905;935,858
11/17/2015;28.390;28.900;28.385;28.660;+1.63%;39,664,865;1,381,840
11/18/2015;28.685;28.880;28.370;28.470;-0.66%;29,645,068;1,038,610
11/19/2015;28.560;28.900;28.470;28.655;+0.65%;25,279,496;881,336
11/20/2015;28.550;28.690;28.075;28.100;-1.94%;41,175,073;1,451,086
11/23/2015;28.395;29.000;28.110;28.945;+3.01%;47,781,360;1,659,078
11/24/2015;28.890;28.985;28.205;28.390;-1.92%;28,550,088;1,002,728
11/25/2015;28.750;28.755;28.020;28.020;-1.30%;31,121,803;1,102,508
11/26/2015;28.050;28.485;28.005;28.145;+0.45%;19,668,270;697,538
11/27/2015;28.000;28.080;27.750;28.080;-0.23%;19,761,780;707,14
11/30/2015;28.120;29.040;27.825;29.040;+3.42%;54,243,417;1,881,336
12.01.2015;29.200;29.745;28.935;28.945;-0.33%;66,454,409;2,261,522
12.02.2015;28.875;29.080;28.405;28.515;-1.49%;28,974,725;1,012,564
12.03.2015;28.140;28.550;27.810;28.140;-1.32%;53,661,894;1,903,216
12.04.2015;28.150;28.795;28.065;28.760;+2.20%;47,246,894;1,661,776
12.07.2015;28.760;28.950;28.060;28.285;-1.65%;29,531,299;1,041,084
12.09.2015;28.065;28.090;27.050;27.505;-2.76%;56,038,277;2,034,686
12.10.2015;27.285;27.420;26.710;27.110;-1.44%;37,614,671;1,390,198
12.11.2015;27.120;27.125;26.110;26.940;-0.63%;40,214,778;1,507,000
12/14/2015;27.095;27.210;26.485;26.710;-0.85%;34,341,542;1,280,650
12/15/2015;26.810;27.930;26.810;27.745;+3.87%;50,467,391;1,830,182
12/16/2015;27.850;28.060;27.570;27.900;+0.56%;34,777,845;1,247,402
12/17/2015;28.235;28.450;27.970;27.970;+0.25%;36,176,701;1,288,920
12/18/2015;27.925;28.370;27.795;28.300;+1.18%;59,415,553;2,107,366
12/21/2015;28.020;28.495;27.870;28.215;-0.30%;32,696,505;1,156,380
12/22/2015;28.405;28.540;27.905;28.500;+1.01%;27,466,370;967,962
12/23/2015;28.640;28.800;28.335;28.650;+0.53%;15,313,402;535,2
12/28/2015;28.665;28.850;28.420;28.715;+0.23%;17,154,063;597,68
12/29/2015;28.840;28.950;28.730;28.935;+0.77%;18,357,122;635,324
12/30/2015;28.705;29.000;28.575;28.910;-0.09%;23,335,033;809,072
01.04.2016;28.670;28.670;27.955;28.270;-2.21%;29,239,238;1,037,584
01.05.2016;28.545;28.595;28.045;28.500;+0.81%;25,148,291;884,09
01.07.2016;27.580;27.815;27.085;27.815;-2.40%;36,094,548;1,310,600
01.08.2016;27.720;27.865;26.380;26.415;-5.03%;36,560,371;1,360,436
01.11.2016;26.420;27.155;26.420;26.575;+0.61%;28,836,528;1,080,992
01.12.2016;26.500;27.170;26.330;27.065;+1.84%;38,786,328;1,440,542
01/13/2016;27.140;27.245;26.660;26.660;-1.50%;38,348,527;1,427,196
01/14/2016;26.515;26.600;25.750;26.015;-2.42%;50,637,428;1,945,578
01/15/2016;26.210;26.240;24.615;25.220;-3.06%;65,797,633;2,609,282
01/18/2016;24.860;25.095;24.105;24.540;-2.70%;39,929,258;1,625,284
01/19/2016;25.100;25.565;24.850;25.245;+2.87%;44,125,936;1,747,956
01/20/2016;24.750;24.760;24.250;24.600;-2.55%;45,401,326;1,850,332
01/21/2016;24.400;25.520;24.400;25.520;+3.74%;44,460,273;1,770,524
01/22/2016;25.700;26.415;25.600;26.180;+2.59%;52,377,437;2,010,002
01/25/2016;26.475;27.090;26.450;26.755;+2.20%;61,022,255;2,281,658
01/26/2016;26.400;27.200;26.170;27.200;+1.66%;52,645,776;1,951,592
01/27/2016;27.395;27.395;26.715;26.840;-1.32%;33,421,589;1,240,846
01/28/2016;26.600;26.960;25.945;26.285;-2.07%;42,987,683;1,633,862
01/29/2016;26.280;26.730;25.970;26.730;+1.69%;54,222,638;2,043,432
02.01.2016;26.855;26.855;25.985;26.170;-2.10%;31,502,000;1,200,464
02.02.2016;26.685;26.685;25.945;26.095;-0.29%;29,475,552;1,126,828
02.03.2016;25.865;25.940;24.520;25.025;-4.10%;65,726,247;2,615,330
02.04.2016;25.055;25.380;24.510;25.300;+1.10%;43,608,530;1,739,508
02.05.2016;25.645;25.745;25.110;25.415;+0.45%;47,143,999;1,853,428
02.08.2016;25.365;25.385;23.055;23.490;-7.57%;81,549,362;3,414,436
02.09.2016;23.500;23.675;21.900;22.750;-3.15%;105,170,002;4,633,984
02.10.2016;23.050;23.975;22.905;23.610;+3.78%;78,292,317;3,315,444
02.11.2016;23.050;23.775;22.125;23.200;-1.74%;55,650,229;2,407,068
02.12.2016;23.205;23.905;22.980;23.905;+3.04%;55,023,464;2,329,532
02/15/2016;24.115;25.120;23.875;25.010;+4.62%;64,413,214;2,599,772
02/16/2016;25.050;25.085;24.355;24.810;-0.80%;27,474,560;1,110,942
02/17/2016;24.910;25.785;24.590;25.590;+3.14%;50,736,475;1,992,334
02/18/2016;25.860;25.895;24.045;24.310;-5.00%;48,978,285;1,968,614
02/19/2016;24.380;25.025;24.050;25.025;+2.94%;47,562,085;1,930,104
02/22/2016;25.060;25.690;25.055;25.465;+1.76%;45,521,220;1,788,938
02/23/2016;25.130;25.600;24.880;24.925;-2.12%;32,956,604;1,307,920
02/24/2016;24.905;25.105;24.025;24.180;-2.99%;38,662,950;1,591,920
02/25/2016;24.500;24.920;24.415;24.590;+1.70%;36,169,459;1,469,424
02/26/2016;25.200;25.620;24.060;24.095;-2.01%;82,471,015;3,354,858
02/29/2016;24.000;24.235;23.140;23.725;-1.54%;74,269,057;3,150,820
03.01.2016;23.835;24.090;23.370;23.950;+0.95%;53,937,864;2,266,934
03.02.2016;24.100;24.480;23.940;24.320;+1.54%;67,001,597;2,774,414
03.03.2016;24.250;24.405;23.760;24.000;-1.32%;66,026,214;2,748,034
03.04.2016;24.040;24.150;23.575;23.665;-1.40%;41,388,539;1,738,516
03.07.2016;23.500;23.520;23.125;23.415;-1.06%;43,152,688;1,849,802
03.08.2016;23.430;24.195;23.160;23.980;+2.41%;51,242,105;2,151,936
03.09.2016;24.055;24.210;23.900;24.085;+0.44%;32,939,619;1,367,948
03.10.2016;23.850;25.190;23.555;24.180;+0.39%;94,207,248;3,869,402
03.11.2016;24.300;25.620;24.300;25.345;+4.82%;72,323,692;2,865,028
03/14/2016;25.720;26.075;25.350;25.505;+0.63%;44,729,338;1,741,492
03/15/2016;25.410;25.655;25.215;25.265;-0.94%;32,341,668;1,277,432
03/16/2016;25.110;25.590;24.750;25.065;-0.79%;65,433,169;2,609,246
03/17/2016;25.250;25.335;23.915;24.860;-0.82%;73,135,275;2,966,332
03/18/2016;24.595;25.720;24.490;25.250;+1.57%;104,609,955;4,137,890
03/21/2016;25.260;25.535;24.690;24.820;-1.70%;41,296,266;1,651,370
03/22/2016;24.720;25.150;24.130;25.150;+1.33%;47,756,337;1,930,632
03/23/2016;25.025;25.050;24.110;24.530;-2.47%;44,590,864;1,819,834
03/24/2016;24.215;24.455;23.830;23.925;-2.47%;26,949,500;1,120,054
03/29/2016;23.890;24.265;23.810;24.195;+1.13%;23,260,962;965,386
03/30/2016;24.340;24.820;24.320;24.565;+1.53%;31,344,225;1,273,614
03/31/2016;24.700;24.850;24.270;24.700;+0.55%;41,314,470;1,676,882
04.01.2016;24.250;24.930;24.210;24.560;-0.57%;33,469,986;1,360,414
04.04.2016;24.835;25.100;24.455;24.655;+0.39%;22,295,336;901,166
04.05.2016;24.385;24.795;24.305;24.575;-0.32%;36,668,669;1,494,792
04.06.2016;24.610;24.965;24.345;24.840;+1.08%;35,593,712;1,436,106
04.07.2016;24.775;24.945;24.060;24.060;-3.14%;32,952,497;1,355,726
04.08.2016;24.175;24.705;24.175;24.400;+1.41%;25,012,514;1,022,504
04.11.2016;24.215;24.575;24.160;24.160;-0.98%;27,357,934;1,122,168
04.12.2016;24.280;24.515;24.100;24.400;+0.99%;22,388,556;918,996
04/13/2016;24.540;25.160;24.520;25.020;+2.54%;44,840,544;1,802,864
04/14/2016;25.200;25.415;24.715;25.360;+1.36%;35,923,999;1,425,510
04/15/2016;25.465;25.710;25.290;25.570;+0.83%;31,307,428;1,226,522
04/18/2016;25.255;25.705;25.205;25.585;+0.06%;25,393,480;994,656
04/19/2016;25.525;26.010;25.475;25.590;+0.02%;21,440,141;833,13
04/20/2016;25.385;25.755;25.200;25.200;-1.52%;28,846,721;1,136,036
04/21/2016;25.350;25.760;25.170;25.225;+0.10%;38,848,737;1,531,162
04/22/2016;25.290;26.065;25.245;26.065;+3.33%;38,839,903;1,500,968
04/25/2016;25.830;26.200;24.930;25.030;-3.97%;31,327,538;1,240,216
04/26/2016;24.955;25.410;24.815;24.880;-0.60%;42,835,490;1,715,062
04/27/2016;24.910;25.350;24.730;25.215;+1.35%;29,270,818;1,162,184
04/28/2016;25.075;25.315;24.845;25.265;+0.20%;37,877,563;1,505,562
04/29/2016;25.015;25.315;24.930;25.120;-0.57%;34,077,125;1,359,136
05.02.2016;25.475;25.475;24.985;25.165;+0.18%;18,805,923;747,112
05.03.2016;25.000;25.280;24.510;24.850;-1.25%;36,173,991;1,459,638
05.04.2016;25.195;25.200;23.550;23.550;-5.23%;66,052,124;2,750,504
05.06.2016;23.600;23.700;23.170;23.350;-0.85%;42,302,321;1,811,674
05.09.2016;23.595;23.910;23.250;23.510;+0.69%;32,521,264;1,376,954
05.10.2016;23.650;23.775;23.425;23.625;+0.49%;27,379,591;1,160,532
05.11.2016;23.390;23.545;22.900;23.450;-0.74%;36,339,731;1,562,446
05.12.2016;23.185;23.805;22.900;23.445;-0.02%;35,331,901;1,505,544
05/13/2016;23.210;23.560;23.145;23.525;+0.34%;25,957,808;1,108,272
05/17/2016;23.295;23.655;22.665;22.895;-2.68%;36,500,002;1,586,582
05/18/2016;22.690;23.070;22.530;22.950;+0.24%;26,949,511;1,179,310
05/19/2016;22.960;23.500;22.805;22.920;-0.13%;24,724,136;1,069,612
05/20/2016;23.000;23.230;22.885;22.885;-0.15%;31,114,076;1,355,356
05/23/2016;22.890;23.340;22.765;23.185;+1.31%;23,479,716;1,014,242
05/24/2016;23.050;23.885;23.000;23.885;+3.02%;33,568,520;1,420,018
05/25/2016;23.990;24.550;23.910;24.550;+2.78%;36,872,724;1,514,478
05/27/2016;24.745;24.765;24.200;24.350;-0.81%;48,546,468;1,988,500
05/30/2016;24.260;24.455;24.125;24.380;+0.12%;10,979,154;451,712
05/31/2016;24.465;24.470;23.975;24.050;-1.35%;34,571,540;1,431,556
06.01.2016;24.000;24.020;23.565;23.620;-1.79%;35,019,292;1,476,738
06.02.2016;23.725;24.240;23.400;23.400;-0.93%;38,934,643;1,647,966
06.03.2016;23.350;23.640;22.750;23.115;-1.22%;34,073,304;1,471,748
06.06.2016;23.210;23.345;23.025;23.295;+0.78%;17,478,323;753,38
06.07.2016;23.495;23.715;23.355;23.710;+1.78%;24,912,033;1,053,424
06.08.2016;22.800;23.125;22.765;22.800;-3.84%;123,912,363;5,413,998
06.09.2016;22.695;22.800;22.500;22.500;-1.32%;62,369,529;2,762,526
06.10.2016;22.505;22.505;21.150;21.400;-4.89%;89,011,340;4,118,788
06/13/2016;21.170;21.380;20.905;21.100;-1.40%;42,209,728;2,000,364
06/14/2016;21.010;21.200;20.700;20.805;-1.40%;52,223,142;2,498,672
06/15/2016;20.900;21.370;20.860;21.100;+1.42%;53,468,793;2,529,740
06/16/2016;20.700;21.115;20.555;20.960;-0.66%;44,574,041;2,127,902
06/17/2016;21.075;21.560;21.075;21.295;+1.60%;111,634,199;5,239,244
